HAID,FID,HID,NR,ZEIT_ANKUFT,ZEIT_ABFAHRT
1017002015005,1017002015,10246,5,11:14:22,11:14:52
1017002015006,1017002015,10216,6,11:15:44,11:16:14
1017002015007,1017002015,10260,7,11:16:55,11:17:25
1017002015008,1017002015,10222,8,11:18:04,11:18:34
1017002015009,1017002015,10278,9,11:19:41,11:20:11
1017002015010,1017002015,10243,10,11:21:02,11:21:32
1017002015011,1017002015,10219,11,11:22:21,11:22:51
1017002015012,1017002015,10295,12,11:23:53,11:24:23
1017002015013,1017002015,10170,13,11:25:11,
1017002016001,1017002016,10310,1,,11:15:00
1017002016002,1017002016,10245,2,11:15:25,11:15:55
1017002016003,1017002016,10320,3,11:16:47,11:17:17
1017002016004,1017002016,10264,4,11:18:11,11:18:41
1017002016005,1017002016,10246,5,11:19:22,11:19:52
1017002016006,1017002016,10216,6,11:20:44,11:21:14
1017002016007,1017002016,10260,7,11:21:55,11:22:25
1017002016008,1017002016,10222,8,11:23:04,11:23:34
1017002016009,1017002016,10278,9,11:24:41,11:25:11
1017002016010,1017002016,10243,10,11:26:02,11:26:32
1017002016011,1017002016,10219,11,11:27:21,11:27:51
1017002016012,1017002016,10295,12,11:28:53,11:29:23
1017002016013,1017002016,10170,13,11:30:11,
1017002017001,1017002017,10310,1,,11:20:00
1017002017002,1017002017,10245,2,11:20:25,11:20:55
1017002017003,1017002017,10320,3,11:21:47,11:22:17
1017002017004,1017002017,10264,4,11:23:11,11:23:41
1017002017005,1017002017,10246,5,11:24:22,11:24:52
1017002017006,1017002017,10216,6,11:25:44,11:26:14
1017002017007,1017002017,10260,7,11:26:55,11:27:25
1017002017008,1017002017,10222,8,11:28:04,11:28:34
1017002017009,1017002017,10278,9,11:29:41,11:30:11
1017002017010,1017002017,10243,10,11:31:02,11:31:32
1017002017011,1017002017,10219,11,11:32:21,11:32:51
1017002017012,1017002017,10295,12,11:33:53,11:34:23
1017002017013,1017002017,10170,13,11:35:11,
1017002018001,1017002018,10310,1,,11:25:00
1017002018002,1017002018,10245,2,11:25:25,11:25:55
1017002018003,1017002018,10320,3,11:26:47,11:27:17
1017002018004,1017002018,10264,4,11:28:11,11:28:41
1017002018005,1017002018,10246,5,11:29:22,11:29:52
1017002018006,1017002018,10216,6,11:30:44,11:31:14
1017002018007,1017002018,10260,7,11:31:55,11:32:25
1017002018008,1017002018,10222,8,11:33:04,11:33:34
1017002018009,1017002018,10278,9,11:34:41,11:35:11
1017002018010,1017002018,10243,10,11:36:02,11:36:32
1017002018011,1017002018,10219,11,11:37:21,11:37:51
1017002018012,1017002018,10295,12,11:38:53,11:39:23
1017002018013,1017002018,10170,13,11:40:11,
1017002019001,1017002019,10310,1,,11:30:00
1017002019002,1017002019,10245,2,11:30:25,11:30:55
1017002019003,1017002019,10320,3,11:31:47,11:32:17
1017002019004,1017002019,10264,4,11:33:11,11:33:41
1017002019005,1017002019,10246,5,11:34:22,11:34:52
1017002019006,1017002019,10216,6,11:35:44,11:36:14
1017002019007,1017002019,10260,7,11:36:55,11:37:25
1017002019008,1017002019,10222,8,11:38:04,11:38:34
1017002019009,1017002019,10278,9,11:39:41,11:40:11
1017002019010,1017002019,10243,10,11:41:02,11:41:32
1017002019011,1017002019,10219,11,11:42:21,11:42:51
1017002019012,1017002019,10295,12,11:43:53,11:44:23
1017002019013,1017002019,10170,13,11:45:11,
1017002020001,1017002020,10310,1,,11:35:00
1017002020002,1017002020,10245,2,11:35:25,11:35:55
1017002020003,1017002020,10320,3,11:36:47,11:37:17
1017002020004,1017002020,10264,4,11:38:11,11:38:41
1017002020005,1017002020,10246,5,11:39:22,11:39:52
1017002020006,1017002020,10216,6,11:40:44,11:41:14
1017002020007,1017002020,10260,7,11:41:55,11:42:25
1017002020008,1017002020,10222,8,11:43:04,11:43:34
1017002020009,1017002020,10278,9,11:44:41,11:45:11
1017002020010,1017002020,10243,10,11:46:02,11:46:32
1017002020011,1017002020,10219,11,11:47:21,11:47:51
1017002020012,1017002020,10295,12,11:48:53,11:49:23
1017002020013,1017002020,10170,13,11:50:11,
1017002021001,1017002021,10310,1,,11:40:00
1017002021002,1017002021,10245,2,11:40:25,11:40:55
1017002021003,1017002021,10320,3,11:41:47,11:42:17
1017002021004,1017002021,10264,4,11:43:11,11:43:41
1017002021005,1017002021,10246,5,11:44:22,11:44:52
1017002021006,1017002021,10216,6,11:45:44,11:46:14
1017002021007,1017002021,10260,7,11:46:55,11:47:25
1017002021008,1017002021,10222,8,11:48:04,11:48:34
1017002021009,1017002021,10278,9,11:49:41,11:50:11
1017002021010,1017002021,10243,10,11:51:02,11:51:32
1017002021011,1017002021,10219,11,11:52:21,11:52:51
1017002021012,1017002021,10295,12,11:53:53,11:54:23
1017002021013,1017002021,10170,13,11:55:11,
1017002022001,1017002022,10310,1,,11:45:00
1017002022002,1017002022,10245,2,11:45:25,11:45:55
1017002022003,1017002022,10320,3,11:46:47,11:47:17
1017002022004,1017002022,10264,4,11:48:11,11:48:41
1017002022005,1017002022,10246,5,11:49:22,11:49:52
1017002022006,1017002022,10216,6,11:50:44,11:51:14
1017002022007,1017002022,10260,7,11:51:55,11:52:25
1017002022008,1017002022,10222,8,11:53:04,11:53:34
1017002022009,1017002022,10278,9,11:54:41,11:55:11
1017002022010,1017002022,10243,10,11:56:02,11:56:32
1017002022011,1017002022,10219,11,11:57:21,11:57:51
1017002022012,1017002022,10295,12,11:58:53,11:59:23
1017002022013,1017002022,10170,13,12:00:11,
1017002023001,1017002023,10310,1,,11:50:00
1017002023002,1017002023,10245,2,11:50:25,11:50:55
1017002023003,1017002023,10320,3,11:51:47,11:52:17
1017002023004,1017002023,10264,4,11:53:11,11:53:41
1017002023005,1017002023,10246,5,11:54:22,11:54:52
1017002023006,1017002023,10216,6,11:55:44,11:56:14
1017002023007,1017002023,10260,7,11:56:55,11:57:25
1017002023008,1017002023,10222,8,11:58:04,11:58:34
1017002023009,1017002023,10278,9,11:59:41,12:00:11
1017002023010,1017002023,10243,10,12:01:02,12:01:32
1017002023011,1017002023,10219,11,12:02:21,12:02:51
1017002023012,1017002023,10295,12,12:03:53,12:04:23
1017002023013,1017002023,10170,13,12:05:11,
1017002024001,1017002024,10310,1,,11:55:00
1017002024002,1017002024,10245,2,11:55:25,11:55:55
1017002024003,1017002024,10320,3,11:56:47,11:57:17
1017002024004,1017002024,10264,4,11:58:11,11:58:41
1017002024005,1017002024,10246,5,11:59:22,11:59:52
1017002024006,1017002024,10216,6,12:00:44,12:01:14
1017002024007,1017002024,10260,7,12:01:55,12:02:25
1017002024008,1017002024,10222,8,12:03:04,12:03:34
1017002024009,1017002024,10278,9,12:04:41,12:05:11
1017002024010,1017002024,10243,10,12:06:02,12:06:32
1017002024011,1017002024,10219,11,12:07:21,12:07:51
1017002024012,1017002024,10295,12,12:08:53,12:09:23
1017002024013,1017002024,10170,13,12:10:11,
1017002025001,1017002025,10310,1,,12:00:00
1017002025002,1017002025,10245,2,12:00:25,12:00:55
1017002025003,1017002025,10320,3,12:01:47,12:02:17
1017002025004,1017002025,10264,4,12:03:11,12:03:41
1017002025005,1017002025,10246,5,12:04:22,12:04:52
1017002025006,1017002025,10216,6,12:05:44,12:06:14
1017002025007,1017002025,10260,7,12:06:55,12:07:25
1017002025008,1017002025,10222,8,12:08:04,12:08:34
1017002025009,1017002025,10278,9,12:09:41,12:10:11
1017002025010,1017002025,10243,10,12:11:02,12:11:32
1017002025011,1017002025,10219,11,12:12:21,12:12:51
1017002025012,1017002025,10295,12,12:13:53,12:14:23
1017002025013,1017002025,10170,13,12:15:11,
1017003001001,1017003001,10243,1,,10:00:00
1017003001002,1017003001,10222,2,10:01:58,10:02:28
1017003001003,1017003001,10260,3,10:03:07,10:03:37
1017003001004,1017003001,10216,4,10:04:18,10:04:48
1017003001005,1017003001,10246,5,10:05:40,10:06:10
1017003001006,1017003001,10264,6,10:06:51,10:07:21
1017003001007,1017003001,10320,7,10:08:15,10:08:45
1017003001008,1017003001,10245,8,10:09:37,
1017003002001,1017003002,10243,1,,10:10:00
1017003002002,1017003002,10222,2,10:11:58,10:12:28
1017003002003,1017003002,10260,3,10:13:07,10:13:37
1017003002004,1017003002,10216,4,10:14:18,10:14:48
1017003002005,1017003002,10246,5,10:15:40,10:16:10
1017003002006,1017003002,10264,6,10:16:51,10:17:21
1017003002007,1017003002,10320,7,10:18:15,10:18:45
1017003002008,1017003002,10245,8,10:19:37,
1017003003001,1017003003,10243,1,,10:20:00
1017003003002,1017003003,10222,2,10:21:58,10:22:28
1017003003003,1017003003,10260,3,10:23:07,10:23:37
1017003003004,1017003003,10216,4,10:24:18,10:24:48
1017003003005,1017003003,10246,5,10:25:40,10:26:10
1017003003006,1017003003,10264,6,10:26:51,10:27:21
1017003003007,1017003003,10320,7,10:28:15,10:28:45
1017003003008,1017003003,10245,8,10:29:37,
1017003004001,1017003004,10243,1,,10:30:00
1017003004002,1017003004,10222,2,10:31:58,10:32:28
1017003004003,1017003004,10260,3,10:33:07,10:33:37
1017003004004,1017003004,10216,4,10:34:18,10:34:48
1017003004005,1017003004,10246,5,10:35:40,10:36:10
1017003004006,1017003004,10264,6,10:36:51,10:37:21
1017003004007,1017003004,10320,7,10:38:15,10:38:45
1017003004008,1017003004,10245,8,10:39:37,
1017003005001,1017003005,10243,1,,10:40:00
1017003005002,1017003005,10222,2,10:41:58,10:42:28
1017003005003,1017003005,10260,3,10:43:07,10:43:37
1017003005004,1017003005,10216,4,10:44:18,10:44:48
1017003005005,1017003005,10246,5,10:45:40,10:46:10
1017003005006,1017003005,10264,6,10:46:51,10:47:21
1017003005007,1017003005,10320,7,10:48:15,10:48:45
1017003005008,1017003005,10245,8,10:49:37,
1017003006001,1017003006,10243,1,,10:50:00
1017003006002,1017003006,10222,2,10:51:58,10:52:28
1017003006003,1017003006,10260,3,10:53:07,10:53:37
1017003006004,1017003006,10216,4,10:54:18,10:54:48
1017003006005,1017003006,10246,5,10:55:40,10:56:10
1017003006006,1017003006,10264,6,10:56:51,10:57:21
1017003006007,1017003006,10320,7,10:58:15,10:58:45
1017003006008,1017003006,10245,8,10:59:37,
1017003007001,1017003007,10243,1,,11:00:00
1017003007002,1017003007,10222,2,11:01:58,11:02:28
1017003007003,1017003007,10260,3,11:03:07,11:03:37
1017003007004,1017003007,10216,4,11:04:18,11:04:48
1017003007005,1017003007,10246,5,11:05:40,11:06:10
1017003007006,1017003007,10264,6,11:06:51,11:07:21
1017003007007,1017003007,10320,7,11:08:15,11:08:45
1017003007008,1017003007,10245,8,11:09:37,
1017003008001,1017003008,10243,1,,11:10:00
1017003008002,1017003008,10222,2,11:11:58,11:12:28
1017003008003,1017003008,10260,3,11:13:07,11:13:37
1017003008004,1017003008,10216,4,11:14:18,11:14:48
1017003008005,1017003008,10246,5,11:15:40,11:16:10
1017003008006,1017003008,10264,6,11:16:51,11:17:21
1017003008007,1017003008,10320,7,11:18:15,11:18:45
1017003008008,1017003008,10245,8,11:19:37,
1017003009001,1017003009,10243,1,,11:20:00
1017003009002,1017003009,10222,2,11:21:58,11:22:28
1017003009003,1017003009,10260,3,11:23:07,11:23:37
1017003009004,1017003009,10216,4,11:24:18,11:24:48
1017003009005,1017003009,10246,5,11:25:40,11:26:10
1017003009006,1017003009,10264,6,11:26:51,11:27:21
1017003009007,1017003009,10320,7,11:28:15,11:28:45
1017003009008,1017003009,10245,8,11:29:37,
1017003010001,1017003010,10243,1,,11:30:00
1017003010002,1017003010,10222,2,11:31:58,11:32:28
1017003010003,1017003010,10260,3,11:33:07,11:33:37
1017003010004,1017003010,10216,4,11:34:18,11:34:48
1017003010005,1017003010,10246,5,11:35:40,11:36:10
1017003010006,1017003010,10264,6,11:36:51,11:37:21
1017003010007,1017003010,10320,7,11:38:15,11:38:45
1017003010008,1017003010,10245,8,11:39:37,
1017003011001,1017003011,10243,1,,11:40:00
1017003011002,1017003011,10222,2,11:41:58,11:42:28
1017003011003,1017003011,10260,3,11:43:07,11:43:37
1017003011004,1017003011,10216,4,11:44:18,11:44:48
1017003011005,1017003011,10246,5,11:45:40,11:46:10
1017003011006,1017003011,10264,6,11:46:51,11:47:21
1017003011007,1017003011,10320,7,11:48:15,11:48:45
1017003011008,1017003011,10245,8,11:49:37,
1017003012001,1017003012,10243,1,,11:50:00
1017003012002,1017003012,10222,2,11:51:58,11:52:28
1017003012003,1017003012,10260,3,11:53:07,11:53:37
1017003012004,1017003012,10216,4,11:54:18,11:54:48
1017003012005,1017003012,10246,5,11:55:40,11:56:10
1017003012006,1017003012,10264,6,11:56:51,11:57:21
1017003012007,1017003012,10320,7,11:58:15,11:58:45
1017003012008,1017003012,10245,8,11:59:37,
1017003013001,1017003013,10243,1,,12:00:00
1017003013002,1017003013,10222,2,12:01:58,12:02:28
1017003013003,1017003013,10260,3,12:03:07,12:03:37
1017003013004,1017003013,10216,4,12:04:18,12:04:48
1017003013005,1017003013,10246,5,12:05:40,12:06:10
1017003013006,1017003013,10264,6,12:06:51,12:07:21
1017003013007,1017003013,10320,7,12:08:15,12:08:45
1017003013008,1017003013,10245,8,12:09:37,
1017004001001,1017004001,10245,1,,10:00:00
1017004001002,1017004001,10320,2,10:00:52,10:01:22
1017004001003,1017004001,10264,3,10:02:16,10:02:46
1017004001004,1017004001,10246,4,10:03:27,10:03:57
1017004001005,1017004001,10216,5,10:04:49,10:05:19
1017004001006,1017004001,10260,6,10:06:00,10:06:30
1017004001007,1017004001,10222,7,10:07:09,10:07:39
1017004001008,1017004001,10243,8,10:09:37,
1017004002001,1017004002,10245,1,,10:10:00
1017004002002,1017004002,10320,2,10:10:52,10:11:22
1017004002003,1017004002,10264,3,10:12:16,10:12:46
1017004002004,1017004002,10246,4,10:13:27,10:13:57
1017004002005,1017004002,10216,5,10:14:49,10:15:19
1017004002006,1017004002,10260,6,10:16:00,10:16:30
1017004002007,1017004002,10222,7,10:17:09,10:17:39
1017004002008,1017004002,10243,8,10:19:37,
1017004003001,1017004003,10245,1,,10:20:00
1017004003002,1017004003,10320,2,10:20:52,10:21:22
1017004003003,1017004003,10264,3,10:22:16,10:22:46
1017004003004,1017004003,10246,4,10:23:27,10:23:57
1017004003005,1017004003,10216,5,10:24:49,10:25:19
1017004003006,1017004003,10260,6,10:26:00,10:26:30
1017004003007,1017004003,10222,7,10:27:09,10:27:39
1017004003008,1017004003,10243,8,10:29:37,
1017004004001,1017004004,10245,1,,10:30:00
1017004004002,1017004004,10320,2,10:30:52,10:31:22
1017004004003,1017004004,10264,3,10:32:16,10:32:46
1017004004004,1017004004,10246,4,10:33:27,10:33:57
1017004004005,1017004004,10216,5,10:34:49,10:35:19
1017004004006,1017004004,10260,6,10:36:00,10:36:30
1017004004007,1017004004,10222,7,10:37:09,10:37:39
1017004004008,1017004004,10243,8,10:39:37,
1017004005001,1017004005,10245,1,,10:40:00
1017004005002,1017004005,10320,2,10:40:52,10:41:22
1017004005003,1017004005,10264,3,10:42:16,10:42:46
1017004005004,1017004005,10246,4,10:43:27,10:43:57
1017004005005,1017004005,10216,5,10:44:49,10:45:19
1017004005006,1017004005,10260,6,10:46:00,10:46:30
1017004005007,1017004005,10222,7,10:47:09,10:47:39
1017004005008,1017004005,10243,8,10:49:37,
1017004006001,1017004006,10245,1,,10:50:00
1017004006002,1017004006,10320,2,10:50:52,10:51:22
1017004006003,1017004006,10264,3,10:52:16,10:52:46
1017004006004,1017004006,10246,4,10:53:27,10:53:57
1017004006005,1017004006,10216,5,10:54:49,10:55:19
1017004006006,1017004006,10260,6,10:56:00,10:56:30
1017004006007,1017004006,10222,7,10:57:09,10:57:39
1017004006008,1017004006,10243,8,10:59:37,
1017004007001,1017004007,10245,1,,11:00:00
1017004007002,1017004007,10320,2,11:00:52,11:01:22
1017004007003,1017004007,10264,3,11:02:16,11:02:46
1017004007004,1017004007,10246,4,11:03:27,11:03:57
1017004007005,1017004007,10216,5,11:04:49,11:05:19
1017004007006,1017004007,10260,6,11:06:00,11:06:30
1017004007007,1017004007,10222,7,11:07:09,11:07:39
1017004007008,1017004007,10243,8,11:09:37,
1017004008001,1017004008,10245,1,,11:10:00
1017004008002,1017004008,10320,2,11:10:52,11:11:22
1017004008003,1017004008,10264,3,11:12:16,11:12:46
1017004008004,1017004008,10246,4,11:13:27,11:13:57
1017004008005,1017004008,10216,5,11:14:49,11:15:19
1017004008006,1017004008,10260,6,11:16:00,11:16:30
1017004008007,1017004008,10222,7,11:17:09,11:17:39
1017004008008,1017004008,10243,8,11:19:37,
1017004009001,1017004009,10245,1,,11:20:00
1017004009002,1017004009,10320,2,11:20:52,11:21:22
1017004009003,1017004009,10264,3,11:22:16,11:22:46
1017004009004,1017004009,10246,4,11:23:27,11:23:57
1017004009005,1017004009,10216,5,11:24:49,11:25:19
1017004009006,1017004009,10260,6,11:26:00,11:26:30
1017004009007,1017004009,10222,7,11:27:09,11:27:39
1017004009008,1017004009,10243,8,11:29:37,
1017004010001,1017004010,10245,1,,11:30:00
1017004010002,1017004010,10320,2,11:30:52,11:31:22
1017004010003,1017004010,10264,3,11:32:16,11:32:46
1017004010004,1017004010,10246,4,11:33:27,11:33:57
1017004010005,1017004010,10216,5,11:34:49,11:35:19
1017004010006,1017004010,10260,6,11:36:00,11:36:30
1017004010007,1017004010,10222,7,11:37:09,11:37:39
1017004010008,1017004010,10243,8,11:39:37,
1017004011001,1017004011,10245,1,,11:40:00
1017004011002,1017004011,10320,2,11:40:52,11:41:22
1017004011003,1017004011,10264,3,11:42:16,11:42:46
1017004011004,1017004011,10246,4,11:43:27,11:43:57
1017004011005,1017004011,10216,5,11:44:49,11:45:19
1017004011006,1017004011,10260,6,11:46:00,11:46:30
1017004011007,1017004011,10222,7,11:47:09,11:47:39
1017004011008,1017004011,10243,8,11:49:37,
1017004012001,1017004012,10245,1,,11:50:00
1017004012002,1017004012,10320,2,11:50:52,11:51:22
1017004012003,1017004012,10264,3,11:52:16,11:52:46
1017004012004,1017004012,10246,4,11:53:27,11:53:57
1017004012005,1017004012,10216,5,11:54:49,11:55:19
1017004012006,1017004012,10260,6,11:56:00,11:56:30
1017004012007,1017004012,10222,7,11:57:09,11:57:39
1017004012008,1017004012,10243,8,11:59:37,
1017004013001,1017004013,10245,1,,12:00:00
1017004013002,1017004013,10320,2,12:00:52,12:01:22
1017004013003,1017004013,10264,3,12:02:16,12:02:46
1017004013004,1017004013,10246,4,12:03:27,12:03:57
1017004013005,1017004013,10216,5,12:04:49,12:05:19
1017004013006,1017004013,10260,6,12:06:00,12:06:30
1017004013007,1017004013,10222,7,12:07:09,12:07:39
1017004013008,1017004013,10243,8,12:09:37,
1018001001001,1018001001,10162,1,,10:00:00
1018001001002,1018001001,10313,2,10:00:58,10:01:28
1018001001003,1018001001,10168,3,10:02:44,10:03:14
1018001001004,1018001001,10205,4,10:04:17,10:04:47
1018001001005,1018001001,10300,5,10:05:49,10:06:19
1018001001006,1018001001,10287,6,10:06:53,10:07:23
1018001001007,1018001001,10145,7,10:08:13,10:08:43
1018001001008,1018001001,10240,8,10:09:15,10:09:45
1018001001009,1018001001,10259,9,10:10:27,10:10:57
1018001001010,1018001001,10304,10,10:11:26,10:11:56
1018001001011,1018001001,10225,11,10:12:31,10:13:01
1018001001012,1018001001,10305,12,10:13:30,10:14:00
1018001001013,1018001001,10257,13,10:14:27,10:14:57
1018001001014,1018001001,10164,14,10:15:34,10:16:04
1018001001015,1018001001,10255,15,10:16:46,10:17:16
1018001001016,1018001001,10216,16,10:17:47,10:18:17
1018001001017,1018001001,10201,17,10:19:12,10:19:42
1018001001018,1018001001,10264,18,10:20:24,10:20:54
1018001001019,1018001001,10320,19,10:21:48,10:22:18
1018001001020,1018001001,10179,20,10:23:15,10:23:45
1018001001021,1018001001,10208,21,10:24:42,10:25:12
1018001001022,1018001001,10204,22,10:26:12,10:26:42
1018001001023,1018001001,10193,23,10:27:01,10:27:31
1018001001024,1018001001,10302,24,10:28:07,10:28:37
1018001001025,1018001001,10234,25,10:29:49,10:30:19
1018001001026,1018001001,10001,26,10:30:58,10:31:28
1018001001027,1018001001,10263,27,10:32:45,10:33:15
1018001001028,1018001001,10265,28,10:33:58,10:34:28
1018001001029,1018001001,10290,29,10:35:42,
1018001002001,1018001002,10162,1,,10:03:00
1018001002002,1018001002,10313,2,10:03:58,10:04:28
1018001002003,1018001002,10168,3,10:05:44,10:06:14
1018001002004,1018001002,10205,4,10:07:17,10:07:47
1018001002005,1018001002,10300,5,10:08:49,10:09:19
1018001002006,1018001002,10287,6,10:09:53,10:10:23
1018001002007,1018001002,10145,7,10:11:13,10:11:43
1018001002008,1018001002,10240,8,10:12:15,10:12:45
1018001002009,1018001002,10259,9,10:13:27,10:13:57
1018001002010,1018001002,10304,10,10:14:26,10:14:56
1018001002011,1018001002,10225,11,10:15:31,10:16:01
1018001002012,1018001002,10305,12,10:16:30,10:17:00
1018001002013,1018001002,10257,13,10:17:27,10:17:57
1018001002014,1018001002,10164,14,10:18:34,10:19:04
1018001002015,1018001002,10255,15,10:19:46,10:20:16
